hour,node,tier,wtp_eur_per_mwh,shed_mw,bound_mw,xi_shed_dual
8,N3,T_VOLL,10000.0,-9.097177880927393e-09,358.2,-1.3486089097613893e-08
8,N4,T_VOLL,10000.0,-9.132967537938026e-09,358.2,-1.3486089097682064e-08
8,N5,T_VOLL,10000.0,-9.151943839344719e-09,59.7,-1.309165345812814e-07
9,N1,T_VOLL,10000.0,-9.154561300091482e-09,60.0,-1.3021195191804166e-07
9,N2,T_VOLL,10000.0,-9.083614804417264e-09,360.0,-1.3707677507173511e-08
9,N3,T_VOLL,10000.0,-9.097338301532556e-09,360.0,-1.3368658652031079e-08
9,N4,T_VOLL,10000.0,-9.13304238166904e-09,360.0,-1.3368658652496176e-08
9,N5,T_VOLL,10000.0,-9.151943839383674e-09,60.0,-1.3021195190848324e-07
10,N1,T_VOLL,10000.0,-9.15194383931188e-09,54.36,-1.4475932881724672e-07
10,N2,T_VOLL,10000.0,-9.151943839284268e-09,326.16,-1.5793221469925527e-08
10,N3,T_VOLL,10000.0,-9.151943839285618e-09,326.16,-1.5793221469929898e-08
10,N4,T_VOLL,10000.0,-9.151943839292391e-09,326.16,-1.5793221469924266e-08
10,N5,T_VOLL,10000.0,-9.151943839295893e-09,54.36,-1.4475932881680385e-07
11,N1,T_VOLL,10000.0,-9.153212529035642e-09,48.18,-1.646101517697529e-07
11,N2,T_VOLL,10000.0,-9.153212529025565e-09,289.08,-1.9101691968492e-08
11,N3,T_VOLL,10000.0,-9.153212529030151e-09,289.08,-1.9101691968491555e-08
11,N4,T_VOLL,10000.0,-9.1532125290316e-09,289.08,-1.9101691968491075e-08
11,N5,T_VOLL,10000.0,-9.15321252905104e-09,48.18,-1.6461015177003575e-07
12,N1,T_VOLL,10000.0,-9.153899876131311e-09,45.9,-1.7328359724641319e-07
12,N2,T_VOLL,10000.0,-9.153899876091162e-09,275.4,-2.0547266210886574e-08
12,N3,T_VOLL,10000.0,-9.15389987614078e-09,275.4,-2.0547266210883795e-08
12,N4,T_VOLL,10000.0,-9.15389987613157e-09,275.4,-2.054726621088831e-08
12,N5,T_VOLL,10000.0,-9.153899876144889e-09,45.9,-1.7328359724676087e-07
13,N1,T_VOLL,10000.0,-9.153899876198234e-09,44.94,-1.7719886767252557e-07
13,N2,T_VOLL,10000.0,-9.153899876166716e-09,269.64,-2.1199811283236284e-08
13,N3,T_VOLL,10000.0,-9.15389987620481e-09,269.64,-2.1199811283231096e-08
13,N4,T_VOLL,10000.0,-9.153899876194501e-09,269.64,-2.1199811283238014e-08
13,N5,T_VOLL,10000.0,-9.153899876207701e-09,44.94,-1.77198867672896e-07
14,N1,T_VOLL,10000.0,-9.153899876202042e-09,44.46,-1.7921990807832574e-07
14,N2,T_VOLL,10000.0,-9.153899876174775e-09,266.76,-2.1536651351048796e-08
14,N3,T_VOLL,10000.0,-9.153899876208098e-09,266.76,-2.1536651351043333e-08
14,N4,T_VOLL,10000.0,-9.153899876197774e-09,266.76,-2.1536651351050738e-08
14,N5,T_VOLL,10000.0,-9.153899876210744e-09,44.46,-1.7921990807869542e-07
15,N1,T_VOLL,10000.0,-9.153899876170808e-09,43.86,-1.8180841571761908e-07
15,N2,T_VOLL,10000.0,-9.153899876144227e-09,263.16,-2.1968069290327717e-08
15,N3,T_VOLL,10000.0,-9.153899876178042e-09,263.16,-2.1968069290323366e-08
15,N4,T_VOLL,10000.0,-9.153899876168434e-09,263.16,-2.1968069290329196e-08
15,N5,T_VOLL,10000.0,-9.153899876181673e-09,43.86,-1.8180841571798354e-07
16,N1,T_VOLL,10000.0,-9.153899875855332e-09,45.48,-1.7497618986201343e-07
16,N2,T_VOLL,10000.0,-9.153899875827835e-09,272.88,-2.082936497617358e-08
16,N3,T_VOLL,10000.0,-9.153899875872505e-09,272.88,-2.0829364976171892e-08
16,N4,T_VOLL,10000.0,-9.153899875864142e-09,272.88,-2.0829364976173815e-08
16,N5,T_VOLL,10000.0,-9.153899875873168e-09,45.48,-1.7497618986232365e-07
17,N1,T_VOLL,10000.0,-9.151943839286412e-09,48.66,-1.6288773354804438e-07
17,N2,T_VOLL,10000.0,-9.151943839276569e-09,291.96,-1.881462225858739e-08
17,N3,T_VOLL,10000.0,-9.151943839245452e-09,291.96,-1.8814622258588943e-08
17,N4,T_VOLL,10000.0,-9.151943839251318e-09,291.96,-1.881462225858346e-08
17,N5,T_VOLL,10000.0,-9.151943839274478e-09,48.66,-1.6288773354787643e-07
18,N1,T_VOLL,10000.0,-9.151943839265981e-09,50.04,-1.58119846413195e-07
18,N2,T_VOLL,10000.0,-9.151943839241218e-09,300.24,-1.801997440263598e-08
18,N3,T_VOLL,10000.0,-9.151943839216908e-09,300.24,-1.8019974402647964e-08
18,N4,T_VOLL,10000.0,-9.151943839227259e-09,300.24,-1.8019974402647895e-08
18,N5,T_VOLL,10000.0,-9.151943839263068e-09,50.04,-1.5811984641211807e-07
19,N1,T_VOLL,10000.0,-9.151943839163741e-09,50.52,-1.5652250820963549e-07
19,N2,T_VOLL,10000.0,-9.151943838767408e-09,303.12,-1.7753751368185173e-08
19,N3,T_VOLL,10000.0,-9.151943838755061e-09,303.12,-1.7753751368275924e-08
19,N4,T_VOLL,10000.0,-9.151943838768726e-09,303.12,-1.7753751368474398e-08
19,N5,T_VOLL,10000.0,-9.151943839256214e-09,50.52,-1.5652250820393784e-07
20,N1,T_VOLL,10000.0,-9.1519438391262e-09,55.62,-1.4125345406127082e-07
20,N2,T_VOLL,10000.0,-9.15194383856435e-09,333.72,-1.5208909009812448e-08
20,N3,T_VOLL,10000.0,-9.151943838558991e-09,333.72,-1.5208909009926185e-08
20,N4,T_VOLL,10000.0,-9.151943838588659e-09,333.72,-1.5208909010193213e-08
20,N5,T_VOLL,10000.0,-9.151943839250316e-09,55.62,-1.4125345405423434e-07
21,N1,T_VOLL,10000.0,-9.151943839132729e-09,53.88,-1.4613803108521362e-07
21,N2,T_VOLL,10000.0,-9.15194383861757e-09,323.28,-1.602300518050022e-08
21,N3,T_VOLL,10000.0,-9.151943838614262e-09,323.28,-1.6023005180616944e-08
21,N4,T_VOLL,10000.0,-9.151943838647653e-09,323.28,-1.602300518089064e-08
21,N5,T_VOLL,10000.0,-9.151943839244946e-09,53.88,-1.4613803107803944e-07
22,N1,T_VOLL,10000.0,-9.151943839244211e-09,42.23999999999999,-1.8916470441298041e-07
22,N2,T_VOLL,10000.0,-9.151943839224845e-09,253.44,-2.3194117403089672e-08
22,N3,T_VOLL,10000.0,-9.1519438392008e-09,253.44,-2.319411740309997e-08
22,N4,T_VOLL,10000.0,-9.151943839212767e-09,253.44,-2.3194117403062024e-08
22,N5,T_VOLL,10000.0,-9.151943839243945e-09,42.23999999999999,-1.8916470441231128e-07
23,N1,T_VOLL,10000.0,-9.151943839246916e-09,37.14,-2.165136541269265e-07
23,N2,T_VOLL,10000.0,-9.151943839239139e-09,222.84,-2.7752275689379656e-08
23,N3,T_VOLL,10000.0,-9.151943839209162e-09,222.84,-2.775227568938985e-08
23,N4,T_VOLL,10000.0,-9.15194383921636e-09,222.84,-2.7752275689353106e-08
23,N5,T_VOLL,10000.0,-9.151943839235987e-09,37.14,-2.1651365412667062e-07
24,N1,T_VOLL,10000.0,-9.151943839306291e-09,34.38,-2.346979961260894e-07
24,N2,T_VOLL,10000.0,-9.151943839311279e-09,206.28,-3.07829993862212e-08
24,N3,T_VOLL,10000.0,-9.151943839267883e-09,206.28,-3.0782999386231316e-08
24,N4,T_VOLL,10000.0,-9.151943839270186e-09,206.28,-3.078299938618452e-08
24,N5,T_VOLL,10000.0,-9.151943839268846e-09,34.38,-2.34697996125556e-07
