sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,proximal_penalty,complementarity_epsilon,complementarity_max_product,complementarity_max_violation,primal_dual_gap_eur_per_day,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh,max_raw_quantity_bid_deviation_mw,max_iterate_quantity_bid_change_mw
7,I1,optimal,True,43.55852770002093,,,0.01,0.001,0.0010014511008575146,1.451100857514584e-06,2.951666742330417,4751.769644863447,46.796222438986916,46.79613529426804,46.79619970798885,136.80124405394193,136.80159347314566,136.8013294758064,0.00017461804284835125,0.00014485566888566836,4.365451071208781e-05,3.6213917219640734e-05,0.01422865141991659,0.0035571628549791456,0.0021478646749804042,0.0005369661687444349
7,I2,optimal,True,41.256048000068404,,,0.01,0.001,0.0010014511036270147,1.451103627014708e-06,2.968079252692405,4515.201592478447,46.79621986425477,46.796129407786815,46.79619652377682,136.80124022976645,136.80158548420556,136.80132505899599,0.00017461804284835125,0.00014485566888566836,4.365451071208781e-05,3.6213917219640734e-05,0.01422865141991659,0.0035571628549791456,0.0021478646749804042,0.0005369661687444349
7,I3,optimal,True,45.30075629998464,,,0.01,0.001,0.001000004223959778,9.534374589356268e-09,2.69019910285715,131138.09572870415,46.79549420472538,46.79581853957076,46.79557440595487,136.79807005746324,136.79829233729637,136.79812382124058,0.00017461804284835125,0.00014485566888566836,4.365451071208781e-05,3.6213917219640734e-05,0.01422865141991659,0.0035571628549791456,0.0021478646749804042,0.0005369661687444349
7,I4,optimal,True,24.033743700012565,,,0.01,0.001,0.001000008743566613,8.743566612921805e-09,2.1782957472023554,213157.09557446817,46.79512674142832,46.795426128484436,46.79520158819235,136.79775348038248,136.79815274823792,136.79785329734634,0.00017461804284835125,0.00014485566888566836,4.365451071208781e-05,3.6213917219640734e-05,0.01422865141991659,0.0035571628549791456,0.0021478646749804042,0.0005369661687444349
8,I1,optimal,True,45.44917010003701,,,0.01,0.001,0.0010014510883287803,1.4510883287802406e-06,2.95774348982377,4751.758933011448,46.79619970798885,46.795995884604,46.796147869667266,136.8013294758064,136.80130185228262,136.80132076375767,0.00024911030102536813,0.0002222497782859989,6.227757525678612e-05,5.556244456883519e-05,0.013446072133243614,0.0033615180333109035,0.0020472465600862577,0.0005118116400213424
8,I2,optimal,True,37.53344679996371,,,0.01,0.001,0.0010014510862838232,1.451086283823155e-06,2.9693725667893887,4515.181278622132,46.79619652377682,46.79588777539766,46.796118610324235,136.80132505899599,136.8009832550114,136.80123812362604,0.00024911030102536813,0.0002222497782859989,6.227757525678612e-05,5.556244456883519e-05,0.013446072133243614,0.0033615180333109035,0.0020472465600862577,0.0005118116400213424
8,I3,optimal,True,42.25428900006227,,,0.01,0.001,0.0010000042241784194,9.53421552421329e-09,2.6950038364739157,131138.0831605144,46.79557440595487,46.7959801181263,46.79567495151662,136.79812382124058,136.798679882696,136.798261030425,0.00024911030102536813,0.0002222497782859989,6.227757525678612e-05,5.556244456883519e-05,0.013446072133243614,0.0033615180333109035,0.0020472465600862577,0.0005118116400213424
8,I4,optimal,True,27.625172800035216,,,0.01,0.001,0.0010000087435689112,8.74356891121357e-09,2.187345449696295,213157.0821872739,46.79520158819235,46.79556141675848,46.79529154533388,136.79785329734634,136.79858578421812,136.7980364190643,0.00024911030102536813,0.0002222497782859989,6.227757525678612e-05,5.556244456883519e-05,0.013446072133243614,0.0033615180333109035,0.0020472465600862577,0.0005118116400213424
9,I1,optimal,True,52.94564289995469,,,0.01,0.001,0.0010014510770020694,1.451077002069404e-06,2.95533832203364,4751.748696195067,46.796147869667266,46.79587769811949,46.796079444304375,136.80132076375767,136.80102401094888,136.80124476938653,0.00018600185949679826,0.00031608654610693065,4.650046487242321e-05,7.902163652673266e-05,0.012789654901939049,0.0031974137254847657,0.001973981260553259,0.0004934953151387589
9,I2,optimal,True,41.46106390003115,,,0.01,0.001,0.0010014510739416137,1.4510739416136523e-06,2.966493357962463,4515.171145613973,46.796118610324235,46.79576559061663,46.79602962903984,136.80123812362604,136.80069369300077,136.80110053159652,0.00018600185949679826,0.00031608654610693065,4.650046487242321e-05,7.902163652673266e-05,0.012789654901939049,0.0031974137254847657,0.001973981260553259,0.0004934953151387589
9,I3,optimal,True,42.14829969999846,,,0.01,0.001,0.0010000042244085066,9.534106564073846e-09,2.692205881641712,131138.0675428133,46.79567495151662,46.79603794889462,46.795764818380306,136.798261030425,136.79922561850688,136.79850037126667,0.00018600185949679826,0.00031608654610693065,4.650046487242321e-05,7.902163652673266e-05,0.012789654901939049,0.0031974137254847657,0.001973981260553259,0.0004934953151387589
9,I4,optimal,True,16.891139900078997,,,0.01,0.001,0.0010000087435765622,8.743576562211461e-09,2.1918954221182503,213157.06572460933,46.79529154533388,46.795633512357014,46.795377037089665,136.7980364190643,136.79917371601096,136.79832074330096,0.00018600185949679826,0.00031608654610693065,4.650046487242321e-05,7.902163652673266e-05,0.012789654901939049,0.0031974137254847657,0.001973981260553259,0.0004934953151387589
10,I1,optimal,True,49.493301399983466,,,0.01,0.001,0.00100145106965344,1.4510696534398865e-06,2.9518688671523705,4751.733285211011,46.796079444304375,46.79578734868667,46.79600553792352,136.80124476938653,136.8006020382801,136.80108228043997,0.0001715831334276885,0.00040025008035371457,4.289578335736621e-05,0.000100062520090205,0.012105711695902098,0.0030264279239755262,0.0034696482786433706,0.0008674120696608423
10,I2,optimal,True,35.7638640999794,,,0.01,0.001,0.001001451066255089,1.4510662550890584e-06,2.9624928553239442,4515.156156899993,46.79602962903984,46.7956723391523,46.79593958021032,136.80110053159652,136.8002632973028,136.80088973864963,0.0001715831334276885,0.00040025008035371457,4.289578335736621e-05,0.000100062520090205,0.012105711695902098,0.0030264279239755262,0.0034696482786433706,0.0008674120696608423
10,I3,optimal,True,54.29790719994344,,,0.01,0.001,0.0010000042246410814,9.534009315946718e-09,2.6888466139207594,131138.05171443988,46.795764818380306,46.79611085477037,46.79585044499706,136.79850037126667,136.79975982110173,136.79881342754675,0.0001715831334276885,0.00040025008035371457,4.289578335736621e-05,0.000100062520090205,0.012105711695902098,0.0030264279239755262,0.0034696482786433706,0.0008674120696608423
10,I4,optimal,True,19.847282400005497,,,0.01,0.001,0.0010000087435725069,8.743572506861655e-09,2.2110193960834295,213157.04905089014,46.795377037089665,46.79570912812034,46.795460059847336,136.79832074330096,136.79975126461758,136.7986783736301,0.0001715831334276885,0.00040025008035371457,4.289578335736621e-05,0.000100062520090205,0.012105711695902098,0.0030264279239755262,0.0034696482786433706,0.0008674120696608423
