sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,proximal_penalty,complementarity_epsilon,complementarity_max_product,complementarity_max_violation,primal_dual_gap_eur_per_day,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,old_access_request_mw,best_response_access_request_mw,new_access_request_mw,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh,max_raw_quantity_bid_deviation_mw,max_iterate_quantity_bid_change_mw,max_raw_access_quantity_deviation_mw,max_iterate_access_quantity_change_mw,max_raw_access_bid_deviation_eur_per_mw_day,max_iterate_access_bid_change_eur_per_mw_day,max_raw_duration_deviation_hours,max_iterate_duration_change_hours
4,I2,optimal,True,67.9023554000305,,,0.01,0.001,0.0010005188891223976,5.188891223975849e-07,2.293937362032011,5427.354125154094,30.42620154643363,61.07077697069753,7.91015768018563,90.33500995674206,199.79482617001185,23.73047288224138,72.75311095809936,71.07109454366602,72.33260685449102,39.999993010727614,102.70856771692641,15.000191012403523,42.489299564593395,0.0,0.0,0.0,0.0,22.49995958588646,5.6249898964716145,18.887011326715747,4.721752831678938,0.5912171334434042,0.14780428336085105
4,I3,optimal,True,89.71763740002643,,,0.01,0.001,0.001000562418211504,5.624182115040142e-07,2.1527844102238305,121216.53707222879,67.60331187636586,98.18579076183832,67.5924434514773,213.15726083782297,313.7598711686227,213.7265917370134,80.72840331751891,98.18583035139984,85.09276007598915,39.999993010727614,102.70856771692641,15.000191012403523,42.489299564593395,0.0,0.0,0.0,0.0,22.49995958588646,5.6249898964716145,18.887011326715747,4.721752831678938,0.5912171334434042,0.14780428336085105
4,I4,optimal,True,120.28273689991329,,,0.01,0.001,0.0010011843416727999,1.184341672799856e-06,1.947800369525794,155663.369142681,72.36181438935196,159.9999814605805,82.91561670160968,235.2088525157072,517.3259409027469,273.8476124160121,89.86185128220106,159.9999938909054,107.39638693437713,39.999993010727614,102.70856771692641,15.000191012403523,42.489299564593395,0.0,0.0,0.0,0.0,22.49995958588646,5.6249898964716145,18.887011326715747,4.721752831678938,0.5912171334434042,0.14780428336085105
5,I1,optimal,True,49.70863179990556,,,0.01,0.001,0.0010004931871943773,4.931871943772512e-07,2.2427887619123794,5840.0663334577175,33.22262173488583,64.85023927729097,17.52947177783925,100.30194847876703,209.80452158264666,48.85424307414639,75.4305850241196,79.2443016349275,76.38401417682157,23.599213141863277,85.34511651835177,12.656230324008899,42.63195617502754,0.0,0.0,0.0,0.0,23.599113036379432,5.899778259094859,11.128497867385455,2.782124466846364,0.22937772213745777,0.05734443053436422
5,I2,optimal,True,56.384003399987705,,,0.01,0.001,0.0010004927897429568,4.927897429567347e-07,2.2424680496333167,5476.988767453477,7.91015768018563,64.85028378440025,15.424792180385804,23.73047288224138,209.8046797297346,48.9833063315797,72.33260685449102,71.52977365540917,72.13189855472056,23.599213141863277,85.34511651835177,12.656230324008899,42.63195617502754,0.0,0.0,0.0,0.0,23.599113036379432,5.899778259094859,11.128497867385455,2.782124466846364,0.22937772213745777,0.05734443053436422
5,I3,optimal,True,82.43848750006873,,,0.01,0.001,0.00100096555719883,9.655571988299513e-07,2.1034538116073236,121477.07014617189,67.5924434514773,108.59424089636825,68.58965620330194,213.7265917370134,347.68887119809733,218.7516270389609,85.09276007598915,113.43774348297647,92.17900592773597,23.599213141863277,85.34511651835177,12.656230324008899,42.63195617502754,0.0,0.0,0.0,0.0,23.599113036379432,5.899778259094859,11.128497867385455,2.782124466846364,0.22937772213745777,0.05734443053436422
5,I4,optimal,True,101.18954340007622,,,0.01,0.001,0.0010011210276757404,1.1210276757403666e-06,2.1255206579808146,154031.65057681018,82.91561670160968,112.66399034533458,82.18671271477785,273.8476124160121,372.9173326107259,271.92870120136354,107.39638693437713,128.07988402594256,112.56726120726849,23.599213141863277,85.34511651835177,12.656230324008899,42.63195617502754,0.0,0.0,0.0,0.0,23.599113036379432,5.899778259094859,11.128497867385455,2.782124466846364,0.22937772213745777,0.05734443053436422
6,I1,optimal,True,82.5653478000313,,,0.01,0.001,0.0010002281920240665,2.281920240664731e-07,2.20855457149446,6348.145851805716,17.52947177783925,79.14545718653021,27.93156248358043,48.85424307414639,243.39172477261764,77.81376536902519,76.38401417682157,95.29751978452475,81.11239057874735,30.507745458876247,95.8720391056969,10.00485904520594,28.738461789057638,0.0,0.0,0.0,0.0,24.530870269155496,6.132717567288875,13.02420143381015,3.256050358452539,0.2687521276984408,0.06718803192461031
6,I2,optimal,True,72.62014689994976,,,0.01,0.001,0.00100023726696495,2.3726696495008325e-07,2.2188669682946056,6468.988036658344,15.424792180385804,79.14517150572269,11.568595291012677,48.9833063315797,254.5418008539964,36.543590380969164,72.13189855472056,89.67526916487606,76.51774120725943,30.507745458876247,95.8720391056969,10.00485904520594,28.738461789057638,0.0,0.0,0.0,0.0,24.530870269155496,6.132717567288875,13.02420143381015,3.256050358452539,0.2687521276984408,0.06718803192461031
6,I3,optimal,True,141.71616930002347,,,0.01,0.001,0.0010008111972836956,8.111972836955406e-07,2.0346802598796785,122214.29322718979,68.58965620330194,129.49244097739884,56.65778525122499,218.7516270389609,419.1617460657169,185.78855343335175,92.17900592773597,134.06261232380297,102.64990752675273,30.507745458876247,95.8720391056969,10.00485904520594,28.738461789057638,0.0,0.0,0.0,0.0,24.530870269155496,6.132717567288875,13.02420143381015,3.256050358452539,0.2687521276984408,0.06718803192461031
6,I4,optimal,True,118.27411100000609,,,0.01,0.001,0.0010012150822051632,1.2150822051631895e-06,2.017611585673876,155194.20021204924,82.18671271477785,144.5313184841217,81.64003485243224,271.92870120136354,475.90072495837717,270.5740159614597,112.56726120726849,144.53135760455774,120.55828530659079,30.507745458876247,95.8720391056969,10.00485904520594,28.738461789057638,0.0,0.0,0.0,0.0,24.530870269155496,6.132717567288875,13.02420143381015,3.256050358452539,0.2687521276984408,0.06718803192461031
7,I1,optimal,True,148.78068229998462,,,0.01,0.001,0.0010002022701208848,2.022701208847892e-07,2.192009838006925,8163.5553500008255,27.93156248358043,102.23944418973684,36.261952900657256,77.81376536902519,315.4303561615463,102.98404459393124,81.11239057874735,110.82252195032166,88.53992342164094,39.99989521407544,126.0437231470699,7.084418135122974,23.294364578828,0.0,0.0,0.0,0.0,24.53086729742987,6.132716824357468,8.263787124463716,2.0659467811159296,0.21386306834285707,0.053465767085714155
7,I2,optimal,True,114.52586689998861,,,0.01,0.001,0.0010002478848993455,2.4788489934551676e-07,2.1814489554381,7621.1576211695565,11.568595291012677,102.23943484208192,8.676447591646223,36.543590380969164,315.4303432286923,27.250841682984912,76.51774120725943,114.2061131891347,85.93983420272824,39.99989521407544,126.0437231470699,7.084418135122974,23.294364578828,0.0,0.0,0.0,0.0,24.53086729742987,6.132716824357468,8.263787124463716,2.0659467811159296,0.21386306834285707,0.053465767085714155
7,I3,optimal,True,50.544255599961616,,,0.01,0.001,0.0010008683769097313,8.683769097312961e-07,2.026326574385166,122101.29670336969,56.65778525122499,127.1196968282892,47.18005987949111,185.78855343335175,411.3373727367535,157.97630295564144,102.64990752675273,134.06261261682263,110.5030837992702,39.99989521407544,126.0437231470699,7.084418135122974,23.294364578828,0.0,0.0,0.0,0.0,24.53086729742987,6.132716824357468,8.263787124463716,2.0659467811159296,0.21386306834285707,0.053465767085714155
7,I4,optimal,True,77.80089920002501,,,0.01,0.001,0.0010011917992607767,1.1917992607766992e-06,2.014219939650502,154908.8890884139,81.64003485243224,138.39887611447898,81.23002633673381,270.5740159614597,458.77600324905274,269.34089444048215,120.55828530659079,143.4766077083751,126.28786590703687,39.99989521407544,126.0437231470699,7.084418135122974,23.294364578828,0.0,0.0,0.0,0.0,24.53086729742987,6.132716824357468,8.263787124463716,2.0659467811159296,0.21386306834285707,0.053465767085714155
8,I1,optimal,True,114.96933260001242,,,0.01,0.001,0.0010001907399123861,1.9073991238609082e-07,2.1441404569195583,10535.784426667802,36.261952900657256,129.95579171037625,36.039692306944985,102.98404459393124,408.45311529750603,105.59345257188706,88.53992342164094,137.46274384460133,100.77062852738102,39.999997204400145,143.38607873254912,6.926942166832653,23.52911148171792,0.0,0.0,0.0,0.0,26.640214570575495,6.660053642643872,6.263693277089768,1.5659233192724393,0.22885493039413785,0.05721373259853424
8,I2,optimal,True,95.69303950003814,,,0.01,0.001,0.0010011406850684232,1.1406850684231654e-06,2.1180245471769013,10048.902832359077,8.676447591646223,126.72362917987418,6.5073368850688995,27.250841682984912,404.71894298981175,20.439362348028993,85.93983420272824,133.35950301694186,97.79475140628165,39.999997204400145,143.38607873254912,6.926942166832653,23.52911148171792,0.0,0.0,0.0,0.0,26.640214570575495,6.660053642643872,6.263693277089768,1.5659233192724393,0.22885493039413785,0.05721373259853424
8,I3,optimal,True,43.59508690005168,,,0.01,0.001,0.0010007228270122919,7.228270122918573e-07,1.9715288559673354,123365.9912599099,47.18005987949111,159.9999899143019,55.149661732231024,157.97630295564144,517.3259805342869,182.23460962209646,110.5030837992702,159.9999971445993,122.87731213560248,39.999997204400145,143.38607873254912,6.926942166832653,23.52911148171792,0.0,0.0,0.0,0.0,26.640214570575495,6.660053642643872,6.263693277089768,1.5659233192724393,0.22885493039413785,0.05721373259853424
8,I4,optimal,True,40.83316369995009,,,0.01,0.001,0.001001218165542992,1.2181655429919537e-06,2.01643295341637,154715.38714724203,81.23002633673381,133.79953941992775,72.3146776061189,269.34089444048215,445.6708647434849,239.0926890948336,126.28786590703687,143.47660749578728,130.58505130422446,39.999997204400145,143.38607873254912,6.926942166832653,23.52911148171792,0.0,0.0,0.0,0.0,26.640214570575495,6.660053642643872,6.263693277089768,1.5659233192724393,0.22885493039413785,0.05721373259853424
9,I1,optimal,True,60.162996600032784,,,0.01,0.001,0.0010009134355940484,9.13435594048417e-07,2.1297750669764355,10267.834756661818,36.039692306944985,127.46690023843719,21.64643296184304,105.59345257188706,399.456414436572,68.45208476635761,100.77062852738102,137.4627397304508,109.94365632814846,39.999996979970504,143.2220402334902,19.886321200800385,54.750164717728154,0.0,0.0,0.0,0.0,26.64024872077256,6.660062180193139,4.803305839668857,1.2008264599172147,0.23529641456418204,0.05882410364104551
9,I2,optimal,True,108.5293185999617,,,0.01,0.001,0.0010014347976750764,1.4347976750764095e-06,2.0599273082916625,12782.874577674405,6.5073368850688995,159.99972915184833,19.69310346191922,20.439362348028993,517.3266298808879,56.11071157270131,97.79475140628165,159.99976104692496,113.34600381644248,39.999996979970504,143.2220402334902,19.886321200800385,54.750164717728154,0.0,0.0,0.0,0.0,26.64024872077256,6.660062180193139,4.803305839668857,1.2008264599172147,0.23529641456418204,0.05882410364104551
9,I3,optimal,True,63.41412830003537,,,0.01,0.001,0.0010007442979619613,7.442979619613158e-07,2.0323247022461146,122663.23913581263,55.149661732231024,139.9807236329569,61.46438820916554,182.23460962209646,453.7730114182582,201.3270502890779,122.87731213560248,151.29888065046939,129.9827042643192,39.999996979970504,143.2220402334902,19.886321200800385,54.750164717728154,0.0,0.0,0.0,0.0,26.64024872077256,6.660062180193139,4.803305839668857,1.2008264599172147,0.23529641456418204,0.05882410364104551
9,I4,optimal,True,49.872406099922955,,,0.01,0.001,0.001001199347015586,1.1993470155858763e-06,1.9552728313137777,155451.50406291743,72.3146776061189,159.9999794678705,64.70460516755574,239.0926890948336,517.3259315180009,213.9617561922073,130.58505130422446,159.99999276218594,137.93878666871484,39.999996979970504,143.2220402334902,19.886321200800385,54.750164717728154,0.0,0.0,0.0,0.0,26.64024872077256,6.660062180193139,4.803305839668857,1.2008264599172147,0.23529641456418204,0.05882410364104551
10,I1,optimal,True,93.27265400008764,,,0.01,0.001,0.0010012302608386169,1.2302608386168326e-06,2.1262134732678533,10000.310108216541,21.64643296184304,125.6001818412722,24.699990513134875,68.45208476635761,392.7110477806055,78.3129206381485,109.94365632814846,137.46274110580288,116.82342752256207,39.99999682471876,143.08522563324306,4.652776907312845,13.025741464900392,0.0,0.0,0.0,0.0,19.98018600102843,4.995046500257107,5.3175858360189,1.3293964590047231,0.1165300069745312,0.02913250174363302
10,I2,optimal,True,123.01307650003582,,,0.01,0.001,0.001001361935819691,1.361935819690907e-06,2.063915772654582,12707.491070861368,19.69310346191922,159.99973714972504,13.820201813423356,56.11071157270131,517.3266424893968,39.419716411719456,113.34600381644248,159.99977204233565,125.00944587291576,39.99999682471876,143.08522563324306,4.652776907312845,13.025741464900392,0.0,0.0,0.0,0.0,19.98018600102843,4.995046500257107,5.3175858360189,1.3293964590047231,0.1165300069745312,0.02913250174363302
10,I3,optimal,True,65.20698120002635,,,0.01,0.001,0.0010006307789017924,6.307789017924014e-07,1.9765334413968958,123256.60558884776,61.46438820916554,159.9999880383381,67.04791881714918,201.3270502890779,517.3259715521376,218.0027089419857,129.9827042643192,159.99999634578077,137.4870272846846,39.99999682471876,143.08522563324306,4.652776907312845,13.025741464900392,0.0,0.0,0.0,0.0,19.98018600102843,4.995046500257107,5.3175858360189,1.3293964590047231,0.1165300069745312,0.02913250174363302
10,I4,optimal,True,114.3383966999827,,,0.01,0.001,0.001001199346083924,1.1993460839240105e-06,1.955323607835453,155397.46145192886,64.70460516755574,159.99997932319263,60.0632896964192,213.9617561922073,517.3259308405148,198.48487400259597,137.93878666871484,159.99999268007355,143.4540881715545,39.99999682471876,143.08522563324306,4.652776907312845,13.025741464900392,0.0,0.0,0.0,0.0,19.98018600102843,4.995046500257107,5.3175858360189,1.3293964590047231,0.1165300069745312,0.02913250174363302
