hour,node,tier,wtp_eur_per_mwh,shed_mw,bound_mw,xi_shed_dual
12,N2,T10_2000,2000.0,-9.977419146926745e-09,2.754,-5.84724251875907e-09
12,N2,T_VOLL,10000.0,-9.995606123747137e-09,247.85999999999999,9.82391952757051e-09
12,N3,T01_100,100.0,-8.667672046915975e-09,2.754,-5.8472425256361475e-09
12,N3,T02_200,200.0,-9.67125464653148e-09,2.754,-5.847242520259176e-09
12,N3,T03_300,300.0,-9.81249426551605e-09,2.754,-5.847242519559616e-09
12,N3,T04_450,450.0,-9.885976519226332e-09,2.754,-5.84724251920079e-09
12,N3,T05_600,600.0,-9.918080304542705e-09,2.754,-5.847242519045108e-09
12,N3,T06_800,800.0,-9.940439606573562e-09,2.754,-5.847242518937064e-09
12,N3,T07_1000,1000.0,-9.953210431550564e-09,2.754,-5.847242518875498e-09
12,N3,T08_1300,1300.0,-9.964596997184404e-09,2.754,-5.847242518820687e-09
12,N3,T09_1600,1600.0,-9.971526275341969e-09,2.754,-5.847242518787376e-09
12,N3,T10_2000,2000.0,-9.97741914692671e-09,2.754,-5.84724251875907e-09
12,N3,T_VOLL,10000.0,-9.995606123747135e-09,247.85999999999999,9.82391952757051e-09
12,N4,T01_100,100.0,-8.667672046968754e-09,2.754,-5.847242525636145e-09
12,N4,T02_200,200.0,-9.671254646534694e-09,2.754,-5.847242520259175e-09
12,N4,T03_300,300.0,-9.812494265517096e-09,2.754,-5.847242519559615e-09
12,N4,T04_450,450.0,-9.885976519226717e-09,2.754,-5.84724251920079e-09
12,N4,T05_600,600.0,-9.918080304542905e-09,2.754,-5.847242519045108e-09
12,N4,T06_800,800.0,-9.940439606573668e-09,2.754,-5.847242518937065e-09
12,N4,T07_1000,1000.0,-9.95321043155063e-09,2.754,-5.847242518875498e-09
12,N4,T08_1300,1300.0,-9.964596997184442e-09,2.754,-5.847242518820688e-09
12,N4,T09_1600,1600.0,-9.971526275341992e-09,2.754,-5.847242518787376e-09
12,N4,T10_2000,2000.0,-9.977419146926726e-09,2.754,-5.847242518759069e-09
12,N4,T_VOLL,10000.0,-9.995606123747135e-09,247.85999999999999,9.82391952757051e-09
12,N5,T01_100,100.0,-8.667672049681937e-09,0.459,-8.508345536347895e-08
12,N5,T02_200,200.0,-9.671254646699862e-09,0.459,-8.508345516990738e-08
12,N5,T03_300,300.0,-9.812494265570828e-09,0.459,-8.508345514472317e-08
12,N5,T04_450,450.0,-9.885976519246588e-09,0.459,-8.508345513180542e-08
12,N5,T05_600,600.0,-9.91808030455316e-09,0.459,-8.508345512620085e-08
12,N5,T06_800,800.0,-9.94043960657909e-09,0.459,-8.508345512231132e-08
12,N5,T07_1000,1000.0,-9.953210431553975e-09,0.459,-8.508345512009488e-08
12,N5,T08_1300,1300.0,-9.964596997186356e-09,0.459,-8.508345511812179e-08
12,N5,T09_1600,1600.0,-9.971526275343231e-09,0.459,-8.508345511692251e-08
12,N5,T10_2000,2000.0,-9.977419146927505e-09,0.459,-8.508345511590347e-08
12,N5,T_VOLL,10000.0,-9.995606123747137e-09,41.31,8.943517165423e-09
13,N1,T01_100,100.0,-8.667672049872277e-09,0.44939999999999997,-8.711461062373826e-08
13,N1,T02_200,200.0,-9.67125464671145e-09,0.44939999999999997,-8.711461042180823e-08
13,N1,T03_300,300.0,-9.812494265574597e-09,0.44939999999999997,-8.711461039553656e-08
13,N1,T04_450,450.0,-9.88597651924798e-09,0.44939999999999997,-8.711461038206106e-08
13,N1,T05_600,600.0,-9.91808030455388e-09,0.44939999999999997,-8.711461037621447e-08
13,N1,T06_800,800.0,-9.94043960657947e-09,0.44939999999999997,-8.7114610372157e-08
13,N1,T07_1000,1000.0,-9.95321043155421e-09,0.44939999999999997,-8.711461036984484e-08
13,N1,T08_1300,1300.0,-9.964596997186492e-09,0.44939999999999997,-8.711461036778656e-08
13,N1,T09_1600,1600.0,-9.971526275343319e-09,0.44939999999999997,-8.711461036653549e-08
13,N1,T10_2000,2000.0,-9.97741914692756e-09,0.44939999999999997,-8.711461036547244e-08
13,N1,T_VOLL,10000.0,-9.995606123747137e-09,40.446,8.920948773763142e-09
13,N2,T01_100,100.0,-8.6676720471552e-09,2.6964,-6.185768400835615e-09
13,N2,T02_200,200.0,-9.671254646546045e-09,2.6964,-6.185768395226469e-09
13,N2,T03_300,300.0,-9.812494265520789e-09,2.6964,-6.1857683944967e-09
13,N2,T04_450,450.0,-9.885976519228084e-09,2.6964,-6.18576839412238e-09
13,N2,T05_600,600.0,-9.91808030454361e-09,2.6964,-6.185768393959976e-09
13,N2,T06_800,800.0,-9.94043960657404e-09,2.6964,-6.185768393847267e-09
13,N2,T07_1000,1000.0,-9.95321043155086e-09,2.6964,-6.185768393783041e-09
13,N2,T08_1300,1300.0,-9.964596997184572e-09,2.6964,-6.185768393725869e-09
13,N2,T09_1600,1600.0,-9.971526275342078e-09,2.6964,-6.185768393691114e-09
13,N2,T10_2000,2000.0,-9.977419146926779e-09,2.6964,-6.185768393661586e-09
13,N2,T_VOLL,10000.0,-9.995606123747137e-09,242.676,9.820158128960535e-09
13,N3,T01_100,100.0,-8.667672047066243e-09,2.6964,-6.185768400835617e-09
13,N3,T02_200,200.0,-9.671254646540628e-09,2.6964,-6.185768395226468e-09
13,N3,T03_300,300.0,-9.812494265519027e-09,2.6964,-6.185768394496701e-09
13,N3,T04_450,450.0,-9.885976519227432e-09,2.6964,-6.185768394122381e-09
13,N3,T05_600,600.0,-9.918080304543274e-09,2.6964,-6.185768393959974e-09
13,N3,T06_800,800.0,-9.940439606573862e-09,2.6964,-6.185768393847268e-09
13,N3,T07_1000,1000.0,-9.953210431550749e-09,2.6964,-6.185768393783042e-09
13,N3,T08_1300,1300.0,-9.96459699718451e-09,2.6964,-6.185768393725867e-09
13,N3,T09_1600,1600.0,-9.971526275342037e-09,2.6964,-6.185768393691116e-09
13,N3,T10_2000,2000.0,-9.977419146926754e-09,2.6964,-6.185768393661587e-09
13,N3,T_VOLL,10000.0,-9.995606123747137e-09,242.676,9.820158128960535e-09
13,N4,T01_100,100.0,-8.66767204711075e-09,2.6964,-6.185768400835616e-09
13,N4,T02_200,200.0,-9.671254646543338e-09,2.6964,-6.185768395226467e-09
13,N4,T03_300,300.0,-9.812494265519908e-09,2.6964,-6.185768394496701e-09
13,N4,T04_450,450.0,-9.885976519227758e-09,2.6964,-6.18576839412238e-09
13,N4,T05_600,600.0,-9.91808030454344e-09,2.6964,-6.185768393959974e-09
13,N4,T06_800,800.0,-9.940439606573951e-09,2.6964,-6.185768393847267e-09
13,N4,T07_1000,1000.0,-9.953210431550805e-09,2.6964,-6.185768393783041e-09
13,N4,T08_1300,1300.0,-9.964596997184541e-09,2.6964,-6.185768393725867e-09
13,N4,T09_1600,1600.0,-9.971526275342058e-09,2.6964,-6.185768393691112e-09
13,N4,T10_2000,2000.0,-9.977419146926767e-09,2.6964,-6.185768393661585e-09
13,N4,T_VOLL,10000.0,-9.995606123747137e-09,242.676,9.820158128960535e-09
13,N5,T01_100,100.0,-8.66767204987605e-09,0.44939999999999997,-8.711461062373813e-08
13,N5,T02_200,200.0,-9.67125464671168e-09,0.44939999999999997,-8.711461042180811e-08
13,N5,T03_300,300.0,-9.812494265574673e-09,0.44939999999999997,-8.711461039553646e-08
13,N5,T04_450,450.0,-9.885976519248009e-09,0.44939999999999997,-8.711461038206093e-08
13,N5,T05_600,600.0,-9.918080304553895e-09,0.44939999999999997,-8.711461037621434e-08
13,N5,T06_800,800.0,-9.940439606579477e-09,0.44939999999999997,-8.711461037215687e-08
13,N5,T07_1000,1000.0,-9.953210431554215e-09,0.44939999999999997,-8.711461036984472e-08
13,N5,T08_1300,1300.0,-9.964596997186493e-09,0.44939999999999997,-8.711461036778643e-08
13,N5,T09_1600,1600.0,-9.97152627534332e-09,0.44939999999999997,-8.711461036653536e-08
13,N5,T10_2000,2000.0,-9.977419146927561e-09,0.44939999999999997,-8.711461036547231e-08
13,N5,T_VOLL,10000.0,-9.995606123747137e-09,40.446,8.920948773763142e-09
14,N1,T01_100,100.0,-8.667672049917923e-09,0.4446,-8.816308145655087e-08
14,N1,T02_200,200.0,-9.671254646714227e-09,0.4446,-8.816308125023715e-08
14,N1,T03_300,300.0,-9.812494265575502e-09,0.4446,-8.816308122339514e-08
14,N1,T04_450,450.0,-9.885976519248315e-09,0.4446,-8.81630812096271e-08
14,N1,T05_600,600.0,-9.918080304554052e-09,0.4446,-8.816308120365357e-08
14,N1,T06_800,800.0,-9.940439606579561e-09,0.4446,-8.8163081199508e-08
14,N1,T07_1000,1000.0,-9.953210431554266e-09,0.4446,-8.816308119714566e-08
14,N1,T08_1300,1300.0,-9.964596997186523e-09,0.4446,-8.81630811950427e-08
14,N1,T09_1600,1600.0,-9.971526275343339e-09,0.4446,-8.816308119376447e-08
14,N1,T10_2000,2000.0,-9.977419146927573e-09,0.4446,-8.816308119267835e-08
14,N1,T_VOLL,10000.0,-9.995606123747137e-09,40.014,8.909299097906333e-09
14,N2,T01_100,100.0,-8.667672047159527e-09,2.6675999999999997,-6.360513538845873e-09
14,N2,T02_200,200.0,-9.671254646546308e-09,2.6675999999999997,-6.360513533114955e-09
14,N2,T03_300,300.0,-9.812494265520875e-09,2.6675999999999997,-6.360513532369345e-09
14,N2,T04_450,450.0,-9.885976519228115e-09,2.6675999999999997,-6.3605135319869e-09
14,N2,T05_600,600.0,-9.918080304543626e-09,2.6675999999999997,-6.3605135318209684e-09
14,N2,T06_800,800.0,-9.940439606574049e-09,2.6675999999999997,-6.360513531705813e-09
14,N2,T07_1000,1000.0,-9.953210431550865e-09,2.6675999999999997,-6.360513531640195e-09
14,N2,T08_1300,1300.0,-9.964596997184576e-09,2.6675999999999997,-6.360513531581778e-09
14,N2,T09_1600,1600.0,-9.97152627534208e-09,2.6675999999999997,-6.36051353154627e-09
14,N2,T10_2000,2000.0,-9.97741914692678e-09,2.6675999999999997,-6.360513531516102e-09
14,N2,T_VOLL,10000.0,-9.995606123747137e-09,240.084,9.818216516317734e-09
14,N3,T01_100,100.0,-8.66767204708367e-09,2.6675999999999997,-6.3605135388458726e-09
14,N3,T02_200,200.0,-9.671254646541689e-09,2.6675999999999997,-6.360513533114954e-09
14,N3,T03_300,300.0,-9.812494265519372e-09,2.6675999999999997,-6.360513532369345e-09
14,N3,T04_450,450.0,-9.88597651922756e-09,2.6675999999999997,-6.360513531986901e-09
14,N3,T05_600,600.0,-9.918080304543338e-09,2.6675999999999997,-6.360513531820968e-09
14,N3,T06_800,800.0,-9.940439606573898e-09,2.6675999999999997,-6.360513531705815e-09
14,N3,T07_1000,1000.0,-9.95321043155077e-09,2.6675999999999997,-6.360513531640195e-09
14,N3,T08_1300,1300.0,-9.964596997184523e-09,2.6675999999999997,-6.360513531581779e-09
14,N3,T09_1600,1600.0,-9.971526275342045e-09,2.6675999999999997,-6.360513531546275e-09
14,N3,T10_2000,2000.0,-9.977419146926759e-09,2.6675999999999997,-6.360513531516102e-09
14,N3,T_VOLL,10000.0,-9.995606123747137e-09,240.084,9.818216516317734e-09
14,N4,T01_100,100.0,-8.667672047126099e-09,2.6675999999999997,-6.360513538845871e-09
14,N4,T02_200,200.0,-9.671254646544273e-09,2.6675999999999997,-6.360513533114955e-09
14,N4,T03_300,300.0,-9.812494265520213e-09,2.6675999999999997,-6.3605135323693445e-09
14,N4,T04_450,450.0,-9.88597651922787e-09,2.6675999999999997,-6.360513531986898e-09
14,N4,T05_600,600.0,-9.918080304543499e-09,2.6675999999999997,-6.360513531820967e-09
14,N4,T06_800,800.0,-9.940439606573983e-09,2.6675999999999997,-6.3605135317058125e-09
14,N4,T07_1000,1000.0,-9.953210431550823e-09,2.6675999999999997,-6.360513531640193e-09
14,N4,T08_1300,1300.0,-9.964596997184553e-09,2.6675999999999997,-6.360513531581779e-09
14,N4,T09_1600,1600.0,-9.971526275342065e-09,2.6675999999999997,-6.360513531546272e-09
14,N4,T10_2000,2000.0,-9.97741914692677e-09,2.6675999999999997,-6.360513531516101e-09
14,N4,T_VOLL,10000.0,-9.995606123747137e-09,240.084,9.818216516317734e-09
14,N5,T01_100,100.0,-8.667672049919994e-09,0.4446,-8.816308145655075e-08
14,N5,T02_200,200.0,-9.671254646714355e-09,0.4446,-8.816308125023701e-08
14,N5,T03_300,300.0,-9.812494265575543e-09,0.4446,-8.816308122339502e-08
14,N5,T04_450,450.0,-9.88597651924833e-09,0.4446,-8.816308120962697e-08
14,N5,T05_600,600.0,-9.91808030455406e-09,0.4446,-8.816308120365344e-08
14,N5,T06_800,800.0,-9.940439606579565e-09,0.4446,-8.816308119950789e-08
14,N5,T07_1000,1000.0,-9.95321043155427e-09,0.4446,-8.816308119714552e-08
14,N5,T08_1300,1300.0,-9.964596997186525e-09,0.4446,-8.816308119504257e-08
14,N5,T09_1600,1600.0,-9.97152627534334e-09,0.4446,-8.816308119376434e-08
14,N5,T10_2000,2000.0,-9.977419146927573e-09,0.4446,-8.816308119267822e-08
14,N5,T_VOLL,10000.0,-9.995606123747137e-09,40.014,8.909299097906333e-09
15,N1,T01_100,100.0,-8.667672049911749e-09,0.4386,-8.950594167171426e-08
15,N1,T02_200,200.0,-9.671254646713852e-09,0.4386,-8.950594145971718e-08
15,N1,T03_300,300.0,-9.812494265575379e-09,0.4386,-8.95059414321358e-08
15,N1,T04_450,450.0,-9.88597651924827e-09,0.4386,-8.950594141798846e-08
15,N1,T05_600,600.0,-9.918080304554029e-09,0.4386,-8.950594141185037e-08
15,N1,T06_800,800.0,-9.940439606579548e-09,0.4386,-8.950594140759063e-08
15,N1,T07_1000,1000.0,-9.953210431554258e-09,0.4386,-8.950594140516322e-08
15,N1,T08_1300,1300.0,-9.964596997186518e-09,0.4386,-8.950594140300232e-08
15,N1,T09_1600,1600.0,-9.971526275343337e-09,0.4386,-8.950594140168888e-08
15,N1,T10_2000,2000.0,-9.977419146927571e-09,0.4386,-8.950594140057284e-08
15,N1,T_VOLL,10000.0,-9.995606123747137e-09,39.474000000000004,8.894378428931042e-09
15,N2,T01_100,100.0,-8.667672047110219e-09,2.6316,-6.584323573680155e-09
15,N2,T02_200,200.0,-9.671254646543307e-09,2.6316,-6.58432356779137e-09
15,N2,T03_300,300.0,-9.812494265519898e-09,2.6316,-6.584323567025219e-09
15,N2,T04_450,450.0,-9.885976519227755e-09,2.6316,-6.58432356663224e-09
15,N2,T05_600,600.0,-9.918080304543439e-09,2.6316,-6.584323566461737e-09
15,N2,T06_800,800.0,-9.940439606573951e-09,2.6316,-6.584323566343411e-09
15,N2,T07_1000,1000.0,-9.953210431550803e-09,2.6316,-6.584323566275982e-09
15,N2,T08_1300,1300.0,-9.964596997184541e-09,2.6316,-6.584323566215958e-09
15,N2,T09_1600,1600.0,-9.971526275342056e-09,2.6316,-6.5843235661794734e-09
15,N2,T10_2000,2000.0,-9.977419146926765e-09,2.6316,-6.584323566148472e-09
15,N2,T_VOLL,10000.0,-9.995606123747137e-09,236.84400000000002,9.815729738155186e-09
15,N3,T01_100,100.0,-8.667672047035589e-09,2.6316,-6.584323573680157e-09
15,N3,T02_200,200.0,-9.671254646538762e-09,2.6316,-6.584323567791368e-09
15,N3,T03_300,300.0,-9.81249426551842e-09,2.6316,-6.584323567025221e-09
15,N3,T04_450,450.0,-9.885976519227207e-09,2.6316,-6.584323566632238e-09
15,N3,T05_600,600.0,-9.918080304543158e-09,2.6316,-6.5843235664617364e-09
15,N3,T06_800,800.0,-9.9404396065738e-09,2.6316,-6.5843235663434115e-09
15,N3,T07_1000,1000.0,-9.953210431550712e-09,2.6316,-6.584323566275984e-09
15,N3,T08_1300,1300.0,-9.964596997184488e-09,2.6316,-6.58432356621596e-09
15,N3,T09_1600,1600.0,-9.971526275342023e-09,2.6316,-6.584323566179475e-09
15,N3,T10_2000,2000.0,-9.977419146926744e-09,2.6316,-6.5843235661484715e-09
15,N3,T_VOLL,10000.0,-9.995606123747135e-09,236.84400000000002,9.815729738155186e-09
15,N4,T01_100,100.0,-8.667672047079506e-09,2.6316,-6.584323573680152e-09
15,N4,T02_200,200.0,-9.671254646541436e-09,2.6316,-6.58432356779137e-09
15,N4,T03_300,300.0,-9.81249426551929e-09,2.6316,-6.584323567025216e-09
15,N4,T04_450,450.0,-9.88597651922753e-09,2.6316,-6.5843235666322365e-09
15,N4,T05_600,600.0,-9.918080304543323e-09,2.6316,-6.584323566461736e-09
15,N4,T06_800,800.0,-9.94043960657389e-09,2.6316,-6.58432356634341e-09
15,N4,T07_1000,1000.0,-9.953210431550765e-09,2.6316,-6.584323566275979e-09
15,N4,T08_1300,1300.0,-9.96459699718452e-09,2.6316,-6.5843235662159554e-09
15,N4,T09_1600,1600.0,-9.971526275342043e-09,2.6316,-6.584323566179471e-09
15,N4,T10_2000,2000.0,-9.977419146926757e-09,2.6316,-6.584323566148467e-09
15,N4,T_VOLL,10000.0,-9.995606123747137e-09,236.84400000000002,9.815729738155186e-09
15,N5,T01_100,100.0,-8.667672049913501e-09,0.4386,-8.950594167171413e-08
15,N5,T02_200,200.0,-9.671254646713959e-09,0.4386,-8.950594145971708e-08
15,N5,T03_300,300.0,-9.812494265575414e-09,0.4386,-8.950594143213567e-08
15,N5,T04_450,450.0,-9.885976519248284e-09,0.4386,-8.950594141798834e-08
15,N5,T05_600,600.0,-9.918080304554035e-09,0.4386,-8.950594141185028e-08
15,N5,T06_800,800.0,-9.940439606579551e-09,0.4386,-8.950594140759054e-08
15,N5,T07_1000,1000.0,-9.953210431554261e-09,0.4386,-8.950594140516309e-08
15,N5,T08_1300,1300.0,-9.96459699718652e-09,0.4386,-8.950594140300221e-08
15,N5,T09_1600,1600.0,-9.971526275343337e-09,0.4386,-8.950594140168877e-08
15,N5,T10_2000,2000.0,-9.977419146927571e-09,0.4386,-8.950594140057271e-08
15,N5,T_VOLL,10000.0,-9.995606123747137e-09,39.474000000000004,8.894378428931042e-09
16,N1,T01_100,100.0,-8.667672049177322e-09,0.4548,-8.596153476890014e-08
16,N1,T02_200,200.0,-9.671254646669143e-09,0.4548,-8.596153457173684e-08
16,N1,T03_300,300.0,-9.812494265560834e-09,0.4548,-8.596153454608535e-08
16,N1,T04_450,450.0,-9.885976519242892e-09,0.4548,-8.596153453292792e-08
16,N1,T05_600,600.0,-9.918080304551253e-09,0.4548,-8.596153452721933e-08
16,N1,T06_800,800.0,-9.94043960657808e-09,0.4548,-8.596153452325765e-08
16,N1,T07_1000,1000.0,-9.953210431553353e-09,0.4548,-8.596153452100008e-08
16,N1,T08_1300,1300.0,-9.964596997186e-09,0.4548,-8.596153451899038e-08
16,N1,T09_1600,1600.0,-9.971526275343001e-09,0.4548,-8.596153451776885e-08
16,N1,T10_2000,2000.0,-9.97741914692736e-09,0.4548,-8.596153451673089e-08
16,N1,T_VOLL,10000.0,-9.99560612374713e-09,40.931999999999995,8.93376072763667e-09
16,N2,T01_100,100.0,-8.667672046475255e-09,2.7288,-5.993589092560154e-09
16,N2,T02_200,200.0,-9.671254646504653e-09,2.7288,-5.993589087083415e-09
16,N2,T03_300,300.0,-9.812494265507324e-09,2.7288,-5.9935890863708746e-09
16,N2,T04_450,450.0,-9.885976519223104e-09,2.7288,-5.993589086005391e-09
16,N2,T05_600,600.0,-9.918080304541039e-09,2.7288,-5.9935890858468184e-09
16,N2,T06_800,800.0,-9.940439606572682e-09,2.7288,-5.993589085736771e-09
16,N2,T07_1000,1000.0,-9.953210431550021e-09,2.7288,-5.993589085674061e-09
16,N2,T08_1300,1300.0,-9.964596997184093e-09,2.7288,-5.993589085618239e-09
16,N2,T09_1600,1600.0,-9.971526275341767e-09,2.7288,-5.9935890855843036e-09
16,N2,T10_2000,2000.0,-9.977419146926583e-09,2.7288,-5.993589085555474e-09
16,N2,T_VOLL,10000.0,-9.99560612374713e-09,245.592,9.822293454606122e-09
16,N3,T01_100,100.0,-8.667672046392062e-09,2.7288,-5.993589092560155e-09
16,N3,T02_200,200.0,-9.671254646499587e-09,2.7288,-5.993589087083416e-09
16,N3,T03_300,300.0,-9.812494265505676e-09,2.7288,-5.9935890863708746e-09
16,N3,T04_450,450.0,-9.885976519222494e-09,2.7288,-5.993589086005392e-09
16,N3,T05_600,600.0,-9.918080304540724e-09,2.7288,-5.9935890858468184e-09
16,N3,T06_800,800.0,-9.940439606572515e-09,2.7288,-5.993589085736773e-09
16,N3,T07_1000,1000.0,-9.953210431549918e-09,2.7288,-5.993589085674063e-09
16,N3,T08_1300,1300.0,-9.964596997184033e-09,2.7288,-5.99358908561824e-09
16,N3,T09_1600,1600.0,-9.971526275341729e-09,2.7288,-5.993589085584304e-09
16,N3,T10_2000,2000.0,-9.97741914692656e-09,2.7288,-5.993589085555474e-09
16,N3,T_VOLL,10000.0,-9.995606123747129e-09,245.592,9.822293454606122e-09
16,N4,T01_100,100.0,-8.667672046439774e-09,2.7288,-5.993589092560155e-09
16,N4,T02_200,200.0,-9.671254646502492e-09,2.7288,-5.993589087083415e-09
16,N4,T03_300,300.0,-9.81249426550662e-09,2.7288,-5.993589086370875e-09
16,N4,T04_450,450.0,-9.885976519222844e-09,2.7288,-5.9935890860053914e-09
16,N4,T05_600,600.0,-9.918080304540905e-09,2.7288,-5.993589085846819e-09
16,N4,T06_800,800.0,-9.940439606572611e-09,2.7288,-5.993589085736774e-09
16,N4,T07_1000,1000.0,-9.953210431549978e-09,2.7288,-5.9935890856740634e-09
16,N4,T08_1300,1300.0,-9.964596997184068e-09,2.7288,-5.9935890856182395e-09
16,N4,T09_1600,1600.0,-9.97152627534175e-09,2.7288,-5.993589085584305e-09
16,N4,T10_2000,2000.0,-9.977419146926573e-09,2.7288,-5.993589085555473e-09
16,N4,T_VOLL,10000.0,-9.99560612374713e-09,245.592,9.822293454606122e-09
16,N5,T01_100,100.0,-8.667672049180764e-09,0.4548,-8.596153476890005e-08
16,N5,T02_200,200.0,-9.671254646669353e-09,0.4548,-8.596153457173673e-08
16,N5,T03_300,300.0,-9.812494265560903e-09,0.4548,-8.596153454608524e-08
16,N5,T04_450,450.0,-9.885976519242917e-09,0.4548,-8.596153453292783e-08
16,N5,T05_600,600.0,-9.918080304551266e-09,0.4548,-8.596153452721924e-08
16,N5,T06_800,800.0,-9.940439606578087e-09,0.4548,-8.596153452325754e-08
16,N5,T07_1000,1000.0,-9.953210431553358e-09,0.4548,-8.596153452099998e-08
16,N5,T08_1300,1300.0,-9.964596997186002e-09,0.4548,-8.596153451899028e-08
16,N5,T09_1600,1600.0,-9.971526275343003e-09,0.4548,-8.596153451776874e-08
16,N5,T10_2000,2000.0,-9.977419146927361e-09,0.4548,-8.596153451673078e-08
16,N5,T_VOLL,10000.0,-9.99560612374713e-09,40.931999999999995,8.93376072763667e-09
17,N1,T01_100,100.0,-7.817834713314441e-09,0.4866,-7.96903124933086e-08
17,N1,T02_200,200.0,-9.636305784422814e-09,0.4866,-7.969031221443167e-08
17,N1,T03_300,300.0,-9.801621336901886e-09,0.4866,-7.969031218907933e-08
17,N1,T04_450,450.0,-9.882045119222756e-09,0.4866,-7.969031217674577e-08
17,N1,T05_600,600.0,-9.91607056559593e-09,0.4866,-7.969031217152772e-08
17,N1,T06_800,800.0,-9.939384297372425e-09,0.4866,-7.96903121679524e-08
17,N1,T07_1000,1000.0,-9.952561624029526e-09,0.4866,-7.969031216593156e-08
17,N1,T08_1300,1300.0,-9.964226798447783e-09,0.4866,-7.969031216414262e-08
17,N1,T09_1600,1600.0,-9.971287298753794e-09,0.4866,-7.969031216305984e-08
17,N1,T10_2000,2000.0,-9.977269111513188e-09,0.4866,-7.969031216214248e-08
17,N1,T_VOLL,10000.0,-9.995600473195931e-09,43.794,9.003440976015535e-09
17,N2,T01_100,100.0,-7.81783470647906e-09,2.9196,-4.948385369059009e-09
17,N2,T02_200,200.0,-9.636305784232941e-09,2.9196,-4.948385361312463e-09
17,N2,T03_300,300.0,-9.801621336845395e-09,2.9196,-4.948385360608233e-09
17,N2,T04_450,450.0,-9.882045119202784e-09,2.9196,-4.948385360265634e-09
17,N2,T05_600,600.0,-9.91607056558582e-09,2.9196,-4.9483853601206874e-09
17,N2,T06_800,800.0,-9.939384297367151e-09,2.9196,-4.948385360021374e-09
17,N2,T07_1000,1000.0,-9.952561624026295e-09,2.9196,-4.948385359965239e-09
17,N2,T08_1300,1300.0,-9.964226798445945e-09,2.9196,-4.948385359915545e-09
17,N2,T09_1600,1600.0,-9.971287298752611e-09,2.9196,-4.948385359885469e-09
17,N2,T10_2000,2000.0,-9.977269111512447e-09,2.9196,-4.948385359859987e-09
17,N2,T_VOLL,10000.0,-9.995600473195931e-09,262.764,9.833906829335931e-09
17,N3,T01_100,100.0,-7.817834706613972e-09,2.9196,-4.9483853690590076e-09
17,N3,T02_200,200.0,-9.636305784236688e-09,2.9196,-4.948385361312463e-09
17,N3,T03_300,300.0,-9.80162133684651e-09,2.9196,-4.948385360608231e-09
17,N3,T04_450,450.0,-9.882045119203178e-09,2.9196,-4.948385360265634e-09
17,N3,T05_600,600.0,-9.916070565586018e-09,2.9196,-4.948385360120685e-09
17,N3,T06_800,800.0,-9.939384297367255e-09,2.9196,-4.948385360021373e-09
17,N3,T07_1000,1000.0,-9.952561624026358e-09,2.9196,-4.948385359965239e-09
17,N3,T08_1300,1300.0,-9.964226798445981e-09,2.9196,-4.948385359915545e-09
17,N3,T09_1600,1600.0,-9.971287298752634e-09,2.9196,-4.948385359885469e-09
17,N3,T10_2000,2000.0,-9.977269111512462e-09,2.9196,-4.948385359859986e-09
17,N3,T_VOLL,10000.0,-9.995600473195931e-09,262.764,9.833906829335931e-09
17,N4,T01_100,100.0,-7.817834706549751e-09,2.9196,-4.948385369059011e-09
17,N4,T02_200,200.0,-9.636305784234905e-09,2.9196,-4.9483853613124644e-09
17,N4,T03_300,300.0,-9.801621336845979e-09,2.9196,-4.9483853606082335e-09
17,N4,T04_450,450.0,-9.882045119202991e-09,2.9196,-4.948385360265636e-09
17,N4,T05_600,600.0,-9.916070565585923e-09,2.9196,-4.948385360120688e-09
17,N4,T06_800,800.0,-9.939384297367205e-09,2.9196,-4.9483853600213745e-09
17,N4,T07_1000,1000.0,-9.952561624026329e-09,2.9196,-4.948385359965241e-09
17,N4,T08_1300,1300.0,-9.964226798445964e-09,2.9196,-4.9483853599155475e-09
17,N4,T09_1600,1600.0,-9.971287298752624e-09,2.9196,-4.948385359885469e-09
17,N4,T10_2000,2000.0,-9.977269111512455e-09,2.9196,-4.948385359859988e-09
17,N4,T_VOLL,10000.0,-9.995600473195931e-09,262.764,9.833906829335931e-09
17,N5,T01_100,100.0,-7.817834713326241e-09,0.4866,-7.96903124933087e-08
17,N5,T02_200,200.0,-9.636305784423141e-09,0.4866,-7.969031221443177e-08
17,N5,T03_300,300.0,-9.801621336901984e-09,0.4866,-7.969031218907942e-08
17,N5,T04_450,450.0,-9.88204511922279e-09,0.4866,-7.969031217674584e-08
17,N5,T05_600,600.0,-9.916070565595947e-09,0.4866,-7.969031217152781e-08
17,N5,T06_800,800.0,-9.939384297372433e-09,0.4866,-7.969031216795249e-08
17,N5,T07_1000,1000.0,-9.952561624029531e-09,0.4866,-7.969031216593165e-08
17,N5,T08_1300,1300.0,-9.964226798447786e-09,0.4866,-7.969031216414272e-08
17,N5,T09_1600,1600.0,-9.971287298753797e-09,0.4866,-7.969031216305994e-08
17,N5,T10_2000,2000.0,-9.97726911151319e-09,0.4866,-7.969031216214258e-08
17,N5,T_VOLL,10000.0,-9.995600473195931e-09,43.794,9.003440976015534e-09
18,N1,T01_100,100.0,-7.817834713070103e-09,0.5004,-7.72168386385881e-08
18,N1,T02_200,200.0,-9.636305784416027e-09,0.5004,-7.72168383748808e-08
18,N1,T03_300,300.0,-9.801621336899866e-09,0.5004,-7.721683835090752e-08
