fleet,case,investor,total_power_mw,total_energy_mwh,charge_mwh,discharge_mwh,throughput_mwh,spot_revenue_eur_per_day,generation_rent_eur_per_day,degradation_eur_per_day,capex_eur_per_day,profit_eur_per_day,capacity_proportional_profit_eur_per_day,dispatch_attribution_band_eur_per_day
no_penalty,gamma_3e-04,I3,38.32722439149153,130.25225267575658,139.10800857686394,121.87196988215621,260.9799784590201,2495.7412737553273,125020.95023552058,1957.349838442651,864.1714411173328,124695.17022971592,124632.34292747345,62.82730224246916
no_penalty,gamma_3e-04,I4,52.18354525030242,151.02543908946174,161.30180660975722,141.31586756358186,302.6176741733391,2946.124070482658,177912.03630387725,2269.6325563000432,1018.3408992193785,177570.18691884045,177543.55236799875,26.63455084169982
no_penalty,gamma_1e-04,I1,48.36521122336168,133.10562451657793,142.12194316546135,124.51246591948804,266.63440908494937,2585.91344568418,0.0,1999.7580681371203,902.5209923165775,-316.36561476951795,-271.4659413981325,44.89967337138546
no_penalty,gamma_1e-04,I2,48.38444933541806,133.19493702444885,142.21732657643068,124.59603094430466,266.81335752073534,2587.7061241007204,0.0,2001.100181405515,1134.9592841616202,-548.3533414664148,-503.79116497468453,44.56217649173027
no_penalty,gamma_1e-04,I3,38.32722439149153,130.25225267575658,139.07301607885566,121.84131309462113,260.9143291734768,2495.248859838511,125020.95046481608,1956.857468801076,864.1714411173328,124695.17041473619,124632.34311869749,62.82729603869666
no_penalty,gamma_1e-04,I4,52.18354525030242,151.02543908946174,161.267221927239,141.28556806156638,302.5527899888054,2945.637387949576,177912.03703565028,2269.1459249160403,1018.3408992193785,177570.1875994644,177543.55304564,26.634553824405884
no_penalty,gamma_3e-05,I1,48.36521122336168,133.10562451657793,142.10980393266,124.5018307861877,266.61163471884765,2585.7426313984784,0.0,1999.5872603913574,902.5209923165775,-316.3656213094565,-271.46594807878535,44.89967323067117
no_penalty,gamma_3e-05,I2,48.38444933541806,133.19493702444885,142.20517647093652,124.58538628548162,266.7905627564181,2587.535156825811,0.0,2000.929220673136,1134.9592841616202,-548.353348008945,-503.7911715360972,44.562176472847796
no_penalty,gamma_3e-05,I3,38.32722439149153,130.25225267575658,139.0607398796608,121.83055796561132,260.8912978452721,2495.076118677641,125020.9505019912,1956.6847338395407,864.1714411173328,124695.17044571196,124632.34315050469,62.82729520727298
no_penalty,gamma_3e-05,I4,52.18354525030242,151.02543908946174,161.2551368960644,141.27498041409444,302.53011731015886,2945.467335778788,177912.0371337218,2268.9758798261914,1018.3408992193785,177570.187690455,177543.5531359588,26.634554496209603
no_penalty,gamma_1e-05,I1,48.36521122336168,133.10562451657793,142.10633643958295,124.49879292937287,266.60512936895583,2585.693839836021,0.0,1999.5384702671688,902.5209923165775,-316.36562274772507,-271.46594953535885,44.899673212366224
no_penalty,gamma_1e-05,I2,48.38444933541806,133.19493702444885,142.20170547299318,124.58234535806744,266.78405083106065,2587.4863159468746,0.0,2000.880381232955,1134.9592841616202,-548.3533494477006,-503.7911729638829,44.562176483817666
no_penalty,gamma_1e-05,I3,38.32722439149153,130.25225267575658,139.05722825798313,121.827481447906,260.8847097058891,2495.026706274485,125020.95051062248,1956.6353227941684,864.1714411173328,124695.17045298546,124632.34315795715,62.82729502831353
no_penalty,gamma_1e-05,I4,52.18354525030242,151.02543908946174,161.25168684626857,141.2719578392685,302.5236446855371,2945.418789551588,177912.03715478798,2268.927335141528,1018.3408992193785,177570.18770997867,177543.55315531077,26.6345546678931
