iteration,investor,node,bid_quantity_mw,bid_price_eur_per_mw,accepted_mw,payment_eur,spot_revenue_eur,degradation_cost_eur,capex_daily_eur,access_payment_eur,profit_eur,bid_model_objective_eur,market_objective_eur,max_allocation_delta_mw
2,I1,N1,0.0,0.0,0.0,0.0,1204374.0255869692,4963.105654175447,1166.9111426033573,3154.85933748909,1195089.1494527014,1140378.513562039,3799229.783208261,49.97327080745839
2,I1,N2,34.64257514120383,50.0,34.64257514120383,1732.1287570601914,1204374.0255869692,4963.105654175447,1166.9111426033573,3154.85933748909,1195089.1494527014,1140378.513562039,3799229.783208261,49.97327080745839
2,I1,N3,0.01945066312182332,50.0,0.01945066312182332,0.972533156091166,1204374.0255869692,4963.105654175447,1166.9111426033573,3154.85933748909,1195089.1494527014,1140378.513562039,3799229.783208261,49.97327080745839
2,I1,N4,5.326186696918415,50.0,5.326186696918415,266.3093348459208,1204374.0255869692,4963.105654175447,1166.9111426033573,3154.85933748909,1195089.1494527014,1140378.513562039,3799229.783208261,49.97327080745839
2,I1,N5,42.54961947018697,27.155324226494415,42.54961947018697,1155.4487124268867,1204374.0255869692,4963.105654175447,1166.9111426033573,3154.85933748909,1195089.1494527014,1140378.513562039,3799229.783208261,49.97327080745839
2,I2,N1,3.3064441951822707,50.0,3.3064441951822707,165.32220975911355,1198968.4339105617,2568.2171544034622,758.8589913421623,2135.508396622243,1193505.849368194,1138040.105326124,3799229.783208261,49.97327080745839
2,I2,N2,23.191815708313584,50.0,23.191815708313584,1159.5907854156792,1198968.4339105617,2568.2171544034622,758.8589913421623,2135.508396622243,1193505.849368194,1138040.105326124,3799229.783208261,49.97327080745839
2,I2,N3,16.211908028949,50.0,16.211908028949,810.5954014474501,1198968.4339105617,2568.2171544034622,758.8589913421623,2135.508396622243,1193505.849368194,1138040.105326124,3799229.783208261,49.97327080745839
2,I2,N4,0.0,0.0,0.0,0.0,1198968.4339105617,2568.2171544034622,758.8589913421623,2135.508396622243,1193505.849368194,1138040.105326124,3799229.783208261,49.97327080745839
2,I2,N5,0.0,0.0,0.0,0.0,1198968.4339105617,2568.2171544034622,758.8589913421623,2135.508396622243,1193505.849368194,1138040.105326124,3799229.783208261,49.97327080745839
3,I1,N1,9.281678402853867,50.0,9.281678402853867,464.08392014269333,12550.121826788516,9794.245041786167,2759.8776091001296,8166.26471554016,-8170.265539637941,4041750.9670297643,749836.3824719264,39.409440090889845
3,I1,N2,64.5560628490009,50.0,52.90253133266691,2645.1265666333456,12550.121826788516,9794.245041786167,2759.8776091001296,8166.26471554016,-8170.265539637941,4041750.9670297643,749836.3824719264,39.409440090889845
3,I1,N3,39.42889075401167,50.0,39.42889075401167,1971.4445377005834,12550.121826788516,9794.245041786167,2759.8776091001296,8166.26471554016,-8170.265539637941,4041750.9670297643,749836.3824719264,39.409440090889845
3,I1,N4,23.809417406090997,50.0,23.809417406090997,1190.4708703045499,12550.121826788516,9794.245041786167,2759.8776091001296,8166.26471554016,-8170.265539637941,4041750.9670297643,749836.3824719264,39.409440090889845
3,I1,N5,69.78884485939868,27.15532582000838,69.78884485939868,1895.138820758988,12550.121826788516,9794.245041786167,2759.8776091001296,8166.26471554016,-8170.265539637941,4041750.9670297643,749836.3824719264,39.409440090889845
3,I2,N1,2.09339105872874e-06,50.0,2.09339105872874e-06,0.00010466955293643699,9594.337710885015,8065.404327810122,2651.5630470164256,6716.781666925062,-7839.411330866595,4038697.012999794,749836.3824719264,39.409440090889845
3,I2,N2,57.472243212675245,50.0,47.09746866733309,2354.8734333666544,9594.337710885015,8065.404327810122,2651.5630470164256,6716.781666925062,-7839.411330866595,4038697.012999794,749836.3824719264,39.409440090889845
3,I2,N3,47.42559429603846,50.0,47.42559429603846,2371.279714801923,9594.337710885015,8065.404327810122,2651.5630470164256,6716.781666925062,-7839.411330866595,4038697.012999794,749836.3824719264,39.409440090889845
3,I2,N4,24.501282463332576,50.0,24.501282463332576,1225.0641231666289,9594.337710885015,8065.404327810122,2651.5630470164256,6716.781666925062,-7839.411330866595,4038697.012999794,749836.3824719264,39.409440090889845
3,I2,N5,37.6381076745402,25.340450815515094,30.21115514060132,765.5642909203037,9594.337710885015,8065.404327810122,2651.5630470164256,6716.781666925062,-7839.411330866595,4038697.012999794,749836.3824719264,39.409440090889845
