sweep,investor,termination,optimal,solve_seconds,best_feasible_objective,best_objective_bound,proximal_penalty,configured_proximal_penalty,proximal_unpenalized_sweeps,effective_damping,complementarity_epsilon,complementarity_max_product,complementarity_max_violation,primal_dual_gap_eur_per_day,profit_eur_per_day,old_power_mw,best_response_power_mw,new_power_mw,old_energy_mwh,best_response_energy_mwh,new_energy_mwh,old_access_request_mw,best_response_access_request_mw,new_access_request_mw,max_raw_deviation_mw,max_raw_deviation_mwh,max_iterate_change_mw,max_iterate_change_mwh,max_raw_bid_deviation_eur_per_mwh,max_iterate_bid_change_eur_per_mwh,max_raw_quantity_bid_deviation_mw,max_iterate_quantity_bid_change_mw,max_raw_access_quantity_deviation_mw,max_iterate_access_quantity_change_mw,max_raw_access_bid_deviation_eur_per_mw_day,max_iterate_access_bid_change_eur_per_mw_day
15,I4,optimal,True,6.433491499861702,,,0.0,0.0,10,0.25,,,,,208892.12119501247,134.56703115731187,127.20688131864436,132.726993583026,362.6336854358825,364.7457612352391,363.1617041092431,,,,5.523376820960037,23.193865228668685,1.3808442052400096,5.798466307167175,571.4926529830632,142.8731632457658,0.0,0.0,0.0,0.0,0.0,0.0
16,I1,optimal,True,4.901261899853125,,,0.0,0.0,10,0.25,,,,,98.71226368592097,4.775297153810791,1.5769906084878489,3.9757203975978226,11.155146571711088,3.153981404389188,9.154855014517286,,,,12.564989964926838,24.76852847387893,3.1412474912317094,6.192132118469729,479.1336925535438,118.7938640318629,0.0,0.0,0.0,0.0,0.0,0.0
16,I2,optimal,True,5.380716300103813,,,0.0,0.0,10,0.25,,,,,0.0,5.322024645880513,0.0,3.991518484410385,12.322709456977956,0.0,9.242032092733467,,,,12.564989964926838,24.76852847387893,3.1412474912317094,6.192132118469729,479.1336925535438,118.7938640318629,0.0,0.0,0.0,0.0,0.0,0.0
16,I3,optimal,True,10.66460320004262,,,0.0,0.0,10,0.25,,,,,129001.13594301043,78.42633971275559,79.90884362278382,78.79696559210524,221.04307024797737,218.47630448642855,220.4013785870306,,,,12.564989964926838,24.76852847387893,3.1412474912317094,6.192132118469729,479.1336925535438,118.7938640318629,0.0,0.0,0.0,0.0,0.0,0.0
16,I4,optimal,True,12.551699599949643,,,0.0,0.0,10,0.25,,,,,208998.3835773373,132.726993583026,133.73200106215631,132.97824541222468,363.1617041092431,362.20781408250036,362.92323148819463,,,,12.564989964926838,24.76852847387893,3.1412474912317094,6.192132118469729,479.1336925535438,118.7938640318629,0.0,0.0,0.0,0.0,0.0,0.0
17,I1,optimal,True,9.278964699944481,,,0.0,0.0,10,0.25,,,,,136.29705121079303,3.9757203975978226,2.1526894668978613,3.519962664922832,9.154855014517286,4.305378965372342,7.94248600223105,,,,12.245157149733306,31.392401983875786,3.0612892874333255,7.84810049596895,191.55486982921207,47.88871745730302,0.0,0.0,0.0,0.0,0.0,0.0
17,I2,optimal,True,5.901419899892062,,,0.0,0.0,10,0.25,,,,,0.0,3.991518484410385,0.0,2.9936388633077886,9.242032092733467,0.0,6.9315240695501,,,,12.245157149733306,31.392401983875786,3.0612892874333255,7.84810049596895,191.55486982921207,47.88871745730302,0.0,0.0,0.0,0.0,0.0,0.0
17,I3,optimal,True,15.097334299935028,,,0.0,0.0,10,0.25,,,,,128982.58352475378,78.79696559210524,74.21522776590416,77.65153113349521,220.4013785870306,219.67816719774575,220.22057572569705,,,,12.245157149733306,31.392401983875786,3.0612892874333255,7.84810049596895,191.55486982921207,47.88871745730302,0.0,0.0,0.0,0.0,0.0,0.0
17,I4,optimal,True,16.16928799985908,,,0.0,0.0,10,0.25,,,,,209895.18497223343,132.97824541222468,130.2431282243392,132.29446609049515,362.92323148819463,365.6806753888113,363.61259237156463,,,,12.245157149733306,31.392401983875786,3.0612892874333255,7.84810049596895,191.55486982921207,47.88871745730302,0.0,0.0,0.0,0.0,0.0,0.0
18,I1,optimal,True,5.656466400017962,,,0.0,0.0,10,0.25,,,,,123.77356484030904,3.519962664922832,1.967765909054699,3.131913470983624,7.94248600223105,3.935532012339419,6.940747470157196,,,,5.564620874742715,11.752476308956261,1.3911552186856788,2.9381190772390653,358.61625510594973,89.65406377648743,0.0,0.0,0.0,0.0,0.0,0.0
18,I2,optimal,True,2.6901121998671442,,,0.0,0.0,10,0.25,,,,,-2.3879789228614793e-05,2.9936388633077886,1.1826839108650847e-06,2.245229279283833,6.9315240695501,2.5416214066928152e-06,5.1986433354018216,,,,5.564620874742715,11.752476308956261,1.3911552186856788,2.9381190772390653,358.61625510594973,89.65406377648743,0.0,0.0,0.0,0.0,0.0,0.0
18,I3,optimal,True,4.7819919001776725,,,0.0,0.0,10,0.25,,,,,129056.62387565566,77.65153113349521,80.74535492901377,78.42498705099786,220.22057572569705,219.44192233164793,220.02591229696813,,,,5.564620874742715,11.752476308956261,1.3911552186856788,2.9381190772390653,358.61625510594973,89.65406377648743,0.0,0.0,0.0,0.0,0.0,0.0
18,I4,optimal,True,15.639084100024775,,,0.0,0.0,10,0.25,,,,,209897.4068580964,132.29446609049515,136.38206836201488,133.31636658567575,363.61259237156463,369.07389597519614,364.9779180875613,,,,5.564620874742715,11.752476308956261,1.3911552186856788,2.9381190772390653,358.61625510594973,89.65406377648743,0.0,0.0,0.0,0.0,0.0,0.0
19,I1,optimal,True,7.528126599965617,,,0.0,0.0,10,0.25,,,,,92.10441683372218,3.131913470983624,1.4668090788334462,2.7156373729460794,6.940747470157196,2.9336181912517034,5.938965150430823,,,,9.566387139981444,12.868989647657166,2.391596784995361,3.2172474119142933,346.00157594954794,75.9593374400055,0.0,0.0,0.0,0.0,0.0,0.0
19,I2,optimal,True,2.6973806999158114,,,0.0,0.0,10,0.25,,,,,-1.8571172801582084e-05,2.245229279283833,1.0030249490886544e-06,1.6839220469433913,5.1986433354018216,2.0717044178627973e-06,3.898982680093205,,,,9.566387139981444,12.868989647657166,2.391596784995361,3.2172474119142933,346.00157594954794,75.9593374400055,0.0,0.0,0.0,0.0,0.0,0.0
19,I3,optimal,True,30.997520699864253,,,0.0,0.0,10,0.25,,,,,129058.4588175993,78.42498705099786,81.86458208962162,79.2848858106538,220.02591229696813,219.2013411921439,219.81976952076207,,,,9.566387139981444,12.868989647657166,2.391596784995361,3.2172474119142933,346.00157594954794,75.9593374400055,0.0,0.0,0.0,0.0,0.0,0.0
19,I4,optimal,True,10.744712600018829,,,0.0,0.0,10,0.25,,,,,209965.77832678237,133.31636658567575,134.9788410930187,133.7319851961178,364.9779180875613,369.7728581570069,366.1766530493293,,,,9.566387139981444,12.868989647657166,2.391596784995361,3.2172474119142933,346.00157594954794,75.9593374400055,0.0,0.0,0.0,0.0,0.0,0.0
20,I1,optimal,True,5.629853599937633,,,0.0,0.0,10,0.25,,,,,65.51699204934958,2.7156373729460794,1.044610748980968,2.2978806079117002,5.938965150430823,2.089221726304514,4.976529045771942,,,,10.976755757505423,41.041125226382135,2.7441889393763574,10.26028130659553,651.7514944580084,162.9378736145021,0.0,0.0,0.0,0.0,0.0,0.0
